country,counts,id,month,year
AU,1,48,2,2008
CH,1,48,2,2008
FR,2,48,3,2008
DK,1,48,3,2008
NO,1,48,3,2008
US,2,48,4,2008
CA,1,48,4,2008
AU,2,48,4,2008
FR,1,48,4,2008
GB,1,48,4,2008
FR,1,48,5,2008
AE,1,48,5,2008
HK,1,48,5,2008
BH,1,48,5,2008
FR,3,48,6,2008
NL,1,48,6,2008
FR,2,48,7,2008
SG,1,48,7,2008
TH,1,48,7,2008
AE,1,48,7,2008
GB,1,48,8,2008
HK,1,48,8,2008
FR,2,48,8,2008
ZA,1,48,8,2008
SG,1,48,8,2008
FR,2,48,9,2008
IE,1,48,9,2008
CN,1,48,9,2008
MY,1,48,9,2008
MO,1,48,9,2008
ES,1,48,9,2008
GB,1,48,9,2008
HK,1,48,9,2008
PH,1,48,10,2008
SG,2,48,10,2008
US,1,48,10,2008
GB,2,48,11,2008
FR,2,48,11,2008
CZ,1,48,11,2008
CN,1,48,11,2008
AU,1,48,11,2008
DE,1,48,11,2008
MU,1,48,11,2008
MY,1,48,12,2008
AR,1,48,12,2008
FR,1,48,12,2008
US,1,48,12,2008
DE,1,48,12,2008
RO,1,48,12,2008
GB,2,48,1,2009
AT,1,48,1,2009
SG,2,48,1,2009
BE,1,48,1,2009
TH,1,48,1,2009
HK,1,48,1,2009
RU,1,48,1,2009
LK,1,48,1,2009
NL,1,48,2,2009
HU,1,48,2,2009
MY,1,48,2,2009
RU,1,48,2,2009
IT,1,48,2,2009
AE,1,48,2,2009
SG,1,48,2,2009
MY,1,48,3,2009
VN,1,48,3,2009
GB,1,48,3,2009
FR,2,48,3,2009
FR,1,48,4,2009
MY,1,48,4,2009
NO,1,48,4,2009
SG,1,48,4,2009
IT,1,48,5,2009
SG,1,48,5,2009
AU,1,48,5,2009
MY,1,48,5,2009
RU,1,48,6,2009
US,1,48,6,2009
MY,1,48,6,2009
AU,1,48,6,2009
FR,1,48,7,2009
GB,1,48,7,2009
IT,1,48,7,2009
BN,1,48,7,2009
RU,1,48,7,2009
AE,1,48,7,2009
AE,1,48,8,2009
FR,1,48,8,2009
MY,3,48,8,2009
CN,1,48,8,2009
CZ,1,48,8,2009
AU,1,48,8,2009
DE,1,48,8,2009
GB,6,48,9,2009
FR,1,48,9,2009
NL,1,48,9,2009
AU,2,48,9,2009
PL,1,48,9,2009
CN,2,48,9,2009
BE,1,48,9,2009
MX,1,48,9,2009
SG,1,48,9,2009
RU,1,48,9,2009
FR,3,48,10,2009
AU,3,48,10,2009
GB,2,48,10,2009
IN,1,48,10,2009
IT,1,48,10,2009
HU,1,48,10,2009
CH,1,48,10,2009
HK,2,48,10,2009
RU,1,48,10,2009
FR,3,48,11,2009
BE,2,48,11,2009
GB,1,48,11,2009
HK,1,48,11,2009
IT,1,48,11,2009
JP,1,48,12,2009
US,1,48,12,2009
AU,1,48,12,2009
FR,1,48,12,2009
SG,2,48,12,2009
FR,4,48,1,2010
AU,3,48,1,2010
AE,1,48,1,2010
CH,1,48,1,2010
GB,1,48,2,2010
DE,1,48,2,2010
NL,1,48,2,2010
YT,1,48,2,2010
BE,1,48,2,2010
FR,1,48,4,2010
US,1,48,4,2010
AE,1,48,4,2010
IT,2,48,5,2010
FR,2,48,5,2010
US,2,48,5,2010
ZA,1,48,5,2010
AU,2,48,5,2010
IL,1,48,5,2010
FR,3,48,6,2010
IT,1,48,6,2010
RU,1,48,7,2010
GB,1,48,7,2010
AU,1,48,7,2010
MY,1,48,7,2010
FR,1,48,7,2010
DE,1,48,8,2010
PL,1,48,8,2010
ID,1,48,8,2010
FR,2,48,8,2010
AU,1,48,9,2010
CN,2,48,9,2010
US,2,48,9,2010
NL,1,48,9,2010
HK,1,48,9,2010
NZ,1,48,9,2010
FR,1,48,9,2010
SG,1,48,10,2010
MY,1,48,10,2010
IT,1,48,10,2010
AT,1,48,10,2010
FR,1,48,10,2010
AU,1,48,10,2010
CN,1,48,10,2010
JP,1,48,10,2010
SE,1,48,11,2010
CN,1,48,11,2010
CY,1,48,11,2010
MY,1,48,11,2010
IT,1,48,11,2010
ES,1,48,11,2010
US,1,48,11,2010
CN,1,48,12,2010
SK,1,48,12,2010
FR,1,48,12,2010
AU,1,48,12,2010
FR,3,48,1,2011
VN,1,48,1,2011
CN,1,48,1,2011
MY,2,48,1,2011
GB,3,48,1,2011
AU,1,48,1,2011
RU,1,48,2,2011
IN,1,48,2,2011
US,1,48,2,2011
US,1,48,3,2011
PL,1,48,3,2011
MY,2,48,3,2011
CY,1,48,3,2011
NL,2,48,3,2011
FI,1,48,3,2011
BE,1,48,3,2011
FR,1,48,4,2011
NL,1,48,4,2011
CN,2,48,4,2011
CA,1,48,4,2011
UA,1,48,4,2011
US,1,48,4,2011
RU,1,48,4,2011
GB,1,48,4,2011
DE,1,48,4,2011
BR,1,48,5,2011
US,1,48,5,2011
HK,1,48,5,2011
GB,2,48,6,2011
FR,1,48,6,2011
CN,1,48,6,2011
US,1,48,6,2011
MY,1,48,6,2011
IT,1,48,7,2011
FR,2,48,7,2011
SG,1,48,8,2011
MY,2,48,8,2011
RU,1,48,8,2011
GB,1,48,8,2011
CN,1,48,8,2011
CH,2,48,9,2011
GB,1,48,9,2011
UA,1,48,9,2011
DE,2,48,9,2011
RU,1,48,9,2011
SA,1,48,9,2011
AU,2,48,9,2011
ZA,1,48,9,2011
US,1,48,9,2011
NO,1,48,9,2011
SG,2,48,10,2011
IT,3,48,10,2011
CN,1,48,10,2011
RU,2,48,10,2011
CH,1,48,10,2011
FR,1,48,10,2011
MY,1,48,10,2011
MY,2,48,11,2011
FR,3,48,11,2011
CH,1,48,11,2011
IN,1,48,11,2011
RU,2,48,11,2011
PL,1,48,11,2011
ZA,1,48,11,2011
SG,1,48,11,2011
IT,1,48,12,2011
SG,3,48,12,2011
GB,1,48,12,2011
CH,1,48,12,2011
ES,1,48,12,2011
FR,2,48,12,2011
ZA,1,48,12,2011
MY,1,48,12,2011
LT,1,48,1,2012
MY,1,48,1,2012
SG,1,48,1,2012
AE,1,48,1,2012
FR,4,48,2,2012
ZA,1,48,2,2012
AU,1,48,2,2012
BR,1,48,2,2012
BD,1,48,2,2012
AU,1,48,3,2012
US,1,48,3,2012
FR,1,48,3,2012
GB,1,48,3,2012
FI,1,48,4,2012
SG,1,48,4,2012
GB,1,48,4,2012
PH,1,48,4,2012
CN,1,48,5,2012
ZA,1,48,5,2012
HK,2,48,5,2012
GB,1,48,5,2012
CA,1,48,5,2012
AU,1,48,5,2012
SG,4,48,6,2012
CN,2,48,6,2012
BE,1,48,6,2012
CH,1,48,6,2012
MY,1,48,6,2012
IT,1,48,6,2012
FR,2,48,7,2012
CN,1,48,7,2012
CZ,1,48,7,2012
ID,1,48,8,2012
BE,1,48,8,2012
TH,1,48,8,2012
CN,3,48,9,2012
SG,1,48,9,2012
RU,2,48,9,2012
MY,1,48,9,2012
SK,1,48,9,2012
NL,1,48,9,2012
PL,1,48,10,2012
GB,1,48,10,2012
FR,1,48,10,2012
IT,1,48,10,2012
NZ,1,48,11,2012
AU,1,48,11,2012
SG,1,48,11,2012
RU,1,48,11,2012
MY,1,48,11,2012
AU,1,48,12,2012
RU,2,48,12,2012
FR,3,48,12,2012
IT,2,48,1,2013
JP,1,48,1,2013
DE,2,48,1,2013
CH,1,48,1,2013
CN,1,48,1,2013
SG,1,48,1,2013
FR,2,48,2,2013
SG,1,48,3,2013
AE,1,48,3,2013
NZ,1,48,3,2013
FR,1,48,3,2013
MY,1,48,3,2013
TR,1,48,4,2013
MY,1,48,4,2013
ZA,1,48,4,2013
SG,1,48,4,2013
US,1,48,4,2013
GB,1,48,5,2013
SG,1,48,5,2013
IT,1,48,5,2013
AU,1,48,5,2013
PK,1,48,5,2013
FR,1,48,6,2013
GB,1,48,6,2013
SE,1,48,7,2013
CN,2,48,7,2013
FR,1,48,7,2013
NL,1,48,8,2013
JP,1,48,8,2013
FR,1,48,8,2013
VN,1,48,8,2013
RU,1,48,8,2013
MY,1,48,9,2013
NZ,1,48,9,2013
PL,1,48,9,2013
DE,1,48,9,2013
CH,1,48,10,2013
FR,1,48,10,2013
PL,1,48,10,2013
AU,2,48,10,2013
IT,2,48,11,2013
US,2,48,11,2013
CN,1,48,11,2013
FR,2,48,11,2013
MY,3,48,11,2013
IT,1,48,12,2013
PT,1,48,12,2013
FR,1,48,12,2013
DE,1,48,12,2013
CN,1,48,12,2013
CH,1,48,1,2014
CN,1,48,1,2014
AE,1,48,1,2014
US,1,48,1,2014
EE,1,48,1,2014
AU,3,48,2,2014
BE,1,48,2,2014
IT,1,48,2,2014
FR,1,48,2,2014
MY,1,48,3,2014
ZA,1,48,3,2014
AU,1,48,3,2014
US,1,48,4,2014
MY,1,48,5,2014
SG,1,48,5,2014
MY,1,48,6,2014
CN,1,48,7,2014
FR,1,48,7,2014
NO,1,48,7,2014
HK,1,48,7,2014
HK,1,48,8,2014
NL,1,48,9,2014
KZ,1,48,9,2014
FR,1,48,9,2014
FI,1,48,9,2014
MY,1,48,9,2014
IT,1,48,9,2014
GB,1,48,9,2014
AU,2,48,9,2014
QA,1,48,9,2014
VN,1,48,9,2014
SG,1,48,10,2014
MY,1,48,10,2014
IT,1,48,11,2014
CZ,1,48,11,2014
CN,1,48,11,2014
GB,2,48,1,2015
IE,1,48,1,2015
CN,1,48,1,2015
HK,1,48,2,2015
MY,1,48,2,2015
HK,1,48,5,2015
MY,1,48,5,2015
SG,1,48,6,2015
RE,1,48,7,2015
IN,1,48,7,2015
VN,1,48,7,2015
SG,1,48,7,2015
NZ,1,48,8,2015
MY,1,48,9,2015
IN,1,48,9,2015
FR,2,48,10,2015
GB,1,48,10,2015
AU,1,48,10,2015
FR,1,48,11,2015
TH,1,48,11,2015
MY,1,48,11,2015
GB,1,48,11,2015
TH,1,48,12,2015
NP,1,48,1,2016
IT,1,48,1,2016
CN,1,48,1,2016
BN,1,48,1,2016
SG,1,48,2,2016
GB,1,48,2,2016
HK,1,48,3,2016
CN,1,48,3,2016
PL,1,48,4,2016
CN,2,48,4,2016
FR,1,48,4,2016
NL,1,48,5,2016
SG,1,48,5,2016
SG,1,48,6,2016
MY,1,48,6,2016
CN,1,48,6,2016
IT,1,48,6,2016
RU,1,48,6,2016
MY,3,48,8,2016
FR,2,48,8,2016
AU,1,48,8,2016
MY,2,48,9,2016
SG,1,48,9,2016
US,1,48,9,2016
GB,1,48,9,2016
CN,1,48,9,2016
HK,1,48,9,2016
HK,1,48,10,2016
DE,1,48,10,2016
CZ,1,48,10,2016
RU,1,48,11,2016
AU,1,48,11,2016
MY,3,48,11,2016
VN,1,48,11,2016
AE,1,48,11,2016
NO,1,48,11,2016
CN,1,48,11,2016
UA,1,48,11,2016
CH,1,48,1,2017
CN,1,48,1,2017
HK,1,48,1,2017
GB,3,48,1,2017
MY,1,48,1,2017
US,1,48,1,2017
MY,1,48,3,2017
GP,1,48,3,2017
NL,1,48,3,2017
CN,1,48,3,2017
ZA,1,48,4,2017
MY,3,48,4,2017
CH,1,48,4,2017
DE,1,48,4,2017
SG,1,48,4,2017
CN,1,48,5,2017
TH,1,48,6,2017
MY,3,48,6,2017
OM,1,48,7,2017
CN,1,48,7,2017
AU,1,48,8,2017
MY,1,48,8,2017
US,1,48,8,2017
AE,1,48,8,2017
AR,1,21,1,2016
AR,1,21,1,2016
AR,2,32,1,2016
ES,1,32,2,2017
FR,3,32,5,2017
ES,1,32,10,2017
DE,1,32,1,2016
DE,2,32,10,2016
SG,2,93,2,2016
GB,1,93,10,2004
US,1,93,9,2004
IE,1,93,10,2004
GB,1,93,9,2004
GB,1,93,8,2004
GB,3,93,7,2004
GB,1,93,6,2004
GB,4,93,5,2004
ES,1,93,5,2004
US,1,93,4,2004
NL,1,93,4,2004
NG,1,93,3,2004
GB,5,93,2,2004
US,1,93,2,2004
AE,1,93,9,2004
GB,3,93,7,2003
FR,1,93,10,2003
FR,4,93,7,2003
FR,2,93,4,2004
FR,1,93,9,2003
AT,1,93,7,2003
GB,1,93,4,2003
FR,3,93,5,2003
FR,2,93,2,2003
FR,4,93,7,2004
US,1,93,8,2003
DE,1,93,9,2003
DE,2,93,1,2004
BE,1,93,1,2003
FR,1,93,5,2004
US,1,93,7,2003
GB,4,93,2,2003
GB,3,93,8,2003
DE,3,93,6,2004
US,1,93,6,2003
BE,1,93,3,2003
FR,1,93,4,2003
FR,1,93,3,2003
ES,1,93,6,2003
DE,1,93,6,2003
FR,1,93,12,2003
PT,1,93,2,2003
US,1,93,5,2004
US,1,93,9,2003
FR,1,93,6,2003
DE,1,93,7,2004
FR,2,93,3,2004
BE,1,93,4,2004
NL,1,93,3,2003
GB,2,93,3,2004
RU,1,93,6,2003
IL,1,93,9,2003
FR,2,93,2,2004
FR,2,93,8,2003
US,1,93,2,2003
AU,1,93,6,2003
FR,1,93,6,2004
CH,1,93,6,2003
RU,1,93,7,2003
SI,1,93,5,2004
DE,1,93,5,2004
PL,1,93,1,2004
FR,1,93,9,2004
FR,1,93,1,2005
DE,1,93,12,2004
GB,2,93,12,2004
FR,2,93,12,2004
FR,1,93,2,2005
NL,1,93,12,2004
IE,1,93,12,2004
GB,1,93,2,2005
AT,1,93,3,2005
GB,1,93,4,2005
AT,1,93,4,2005
GB,1,93,5,2005
US,1,93,5,2005
US,1,93,6,2005
FR,1,93,6,2005
DE,1,93,7,2005
IE,1,93,7,2005
US,1,93,7,2005
AU,1,93,8,2005
DE,1,93,8,2005
BE,1,93,8,2005
GB,3,93,9,2005
AT,1,93,9,2005
BE,1,93,9,2005
FR,1,93,9,2005
DE,1,93,11,2005
GB,1,93,11,2005
FR,1,93,12,2005
GB,2,93,1,2006
FR,1,93,1,2006
ZM,1,93,2,2006
GB,2,93,2,2006
FR,1,93,2,2006
ES,1,93,2,2006
US,1,93,3,2006
DE,1,93,3,2006
GB,2,93,3,2006
FR,2,93,3,2006
US,1,93,4,2006
US,1,93,6,2006
GB,3,93,7,2006
CY,1,93,7,2006
GB,1,93,8,2006
FR,1,93,8,2006
IE,1,93,8,2006
GB,1,93,9,2006
ES,1,93,10,2006
GB,1,93,10,2006
FR,1,93,11,2006
GB,2,93,11,2006
FR,1,93,12,2006
GB,3,93,1,2007
GB,1,93,6,2007
GB,1,93,10,2007
AE,1,93,10,2007
FR,1,93,11,2007
US,1,93,11,2007
AU,1,93,12,2007
DZ,1,93,12,2007
DE,1,93,1,2008
GB,1,93,1,2008
ES,1,93,2,2008
GB,1,93,4,2008
FR,1,93,4,2008
IT,1,93,4,2008
RO,1,93,4,2008
IE,1,93,5,2008
FR,4,93,5,2008
FR,2,93,7,2008
AT,1,93,7,2008
US,1,93,8,2008
GB,1,93,9,2008
GB,1,93,10,2008
FR,1,93,10,2008
US,1,93,11,2008
GB,2,93,11,2008
BE,1,93,11,2008
NL,2,93,1,2009
MZ,1,93,1,2009
LU,1,93,1,2009
IT,1,93,1,2009
AT,1,93,1,2009
GB,1,93,2,2009
RU,1,93,2,2009
UA,1,93,2,2009
CY,1,93,2,2009
GB,1,93,3,2009
ES,1,93,3,2009
FR,1,93,3,2009
US,1,93,4,2009
GB,2,93,4,2009
RU,1,93,4,2009
ES,1,93,4,2009
BE,1,93,4,2009
IT,1,93,5,2009
FR,1,93,5,2009
GB,1,93,5,2009
BE,1,93,5,2009
CY,4,93,5,2009
PL,1,93,5,2009
ES,1,93,5,2009
GB,2,93,6,2009
IT,1,93,6,2009
CY,1,93,7,2009
IE,1,93,7,2009
AE,1,93,7,2009
GB,1,93,7,2009
CY,1,93,8,2009
US,1,93,8,2009
GB,2,93,8,2009
CY,2,93,9,2009
RU,2,93,9,2009
CH,2,93,10,2009
GB,5,93,10,2009
AT,1,93,10,2009
GB,2,93,11,2009
JO,1,93,11,2009
ZA,1,93,11,2009
PL,1,93,11,2009
FR,2,93,12,2009
GB,1,93,12,2009
CY,1,93,12,2009
US,1,93,12,2009
HU,1,93,1,2010
GB,1,93,1,2010
NO,1,93,1,2010
US,1,93,2,2010
BY,1,93,2,2010
BE,1,93,2,2010
GB,1,93,2,2010
PL,1,93,3,2010
GB,1,93,3,2010
IT,3,93,4,2010
GB,5,93,4,2010
DK,2,93,4,2010
US,1,93,4,2010
AE,1,93,4,2010
BY,1,93,5,2010
GB,2,93,5,2010
ES,1,93,5,2010
US,1,93,6,2010
BE,1,93,7,2010
FR,1,93,7,2010
LB,1,93,8,2010
FR,2,93,8,2010
CA,1,93,8,2010
US,1,93,8,2010
UA,1,93,8,2010
US,1,93,9,2010
AT,1,93,9,2010
GB,2,93,9,2010
BY,1,93,10,2010
CZ,1,93,10,2010
PL,1,93,10,2010
RU,1,93,11,2010
GB,1,93,11,2010
AE,1,93,12,2010
IT,1,93,12,2010
RU,1,93,12,2010
IT,2,93,1,2011
GB,2,93,1,2011
CS,1,93,1,2011
US,1,93,1,2011
DE,1,93,2,2011
FR,1,93,3,2011
RU,2,93,3,2011
KE,1,93,3,2011
GB,1,93,3,2011
CH,1,93,3,2011
US,1,93,4,2011
AE,1,93,4,2011
CY,1,93,4,2011
BE,1,93,4,2011
FR,1,93,5,2011
GB,1,93,5,2011
IT,1,93,6,2011
KR,1,93,6,2011
GB,1,93,6,2011
IL,1,93,6,2011
AE,1,93,7,2011
IT,1,93,7,2011
NL,1,93,7,2011
CA,1,93,8,2011
GB,1,93,8,2011
GR,1,93,9,2011
NL,1,93,9,2011
NO,1,93,9,2011
IT,1,93,9,2011
FR,1,93,10,2011
IT,1,93,11,2011
ES,1,93,11,2011
DE,1,93,11,2011
FR,1,93,12,2011
DE,1,93,12,2011
AE,1,93,12,2011
PL,1,93,12,2011
CH,1,93,1,2012
DE,2,93,1,2012
GB,1,93,1,2012
GB,1,93,2,2012
DE,1,93,2,2012
RU,1,93,3,2012
FR,1,93,3,2012
DE,1,93,3,2012
IT,1,93,3,2012
AE,1,93,4,2012
GB,2,93,5,2012
RO,1,93,5,2012
IT,1,93,5,2012
RU,1,93,5,2012
NO,1,93,6,2012
PK,1,93,6,2012
US,1,93,6,2012
NL,1,93,6,2012
GB,2,93,7,2012
RU,2,93,7,2012
IT,1,93,7,2012
FR,1,93,8,2012
KW,1,93,8,2012
GB,1,93,9,2012
NL,1,93,9,2012
RU,1,93,9,2012
CY,1,93,10,2012
DE,1,93,10,2012
FR,1,93,10,2012
CS,1,93,10,2012
DE,1,93,1,2013
NZ,1,93,1,2013
GB,2,93,1,2013
HU,1,93,1,2013
DE,1,93,2,2013
DE,1,93,3,2013
RU,1,93,3,2013
IL,1,93,4,2013
CH,1,93,4,2013
CY,1,93,5,2013
RU,1,93,6,2013
BE,1,93,7,2013
PL,1,93,7,2013
FI,1,93,9,2013
GB,1,93,9,2013
RU,1,93,11,2013
BE,1,93,11,2013
PT,1,93,11,2013
PT,1,93,3,2014
AT,1,93,3,2014
ES,1,93,5,2014
GB,1,93,5,2014
CZ,1,93,7,2014
GB,1,93,7,2014
US,1,93,8,2014
FR,1,93,9,2014
CY,1,93,9,2014
DE,1,93,9,2014
DE,2,93,11,2014
GB,1,93,1,2015
NL,1,93,2,2015
LT,1,93,3,2015
CN,1,93,7,2015
DE,1,93,1,2016
DE,1,93,2,2016
PL,1,93,3,2016
CA,1,93,4,2016
ZA,1,93,5,2016
IT,1,93,2,2017
RO,1,93,3,2017
GB,1,93,3,2017
RU,1,93,4,2017
US,1,93,5,2017
IT,1,93,6,2017
RU,1,93,7,2017
UA,1,93,7,2017
IL,1,93,8,2017
SG,4,82,2,2016
FR,1,82,5,2016
CA,1,82,7,2016
GR,1,82,3,2017
FR,1,82,7,2017
SG,4,92,2,2016
FR,1,92,7,2017
SG,2,93,2,2016
CL,1,95,2,2016
AR,1,95,5,2017
ES,1,84,2,2016
MX,1,84,4,2016
DE,1,84,11,2016
DE,1,84,4,2017
CH,1,84,7,2017
ZA,1,11,2,2016
CH,1,11,10,2017
SG,1,48,2,2016
AR,1,48,8,2016
MY,1,48,10,2016
MY,1,48,11,2016
ZA,1,48,2,2017
AU,1,48,8,2017
FR,2,80,2,2016
US,1,80,5,2016
MX,1,80,5,2016
FR,2,80,8,2016
IT,1,80,2,2016
MX,1,89,2,2016
MX,1,89,6,2016
UY,1,95,3,2016
CA,2,95,5,2016
AR,1,95,8,2016
AR,1,95,12,2016
AR,2,95,1,2017
AR,2,95,2,2017
AR,1,95,4,2017
AR,1,95,6,2017
AR,1,95,8,2017
IT,2,95,10,2017
AR,1,95,12,2017
FR,1,82,3,2016
ES,1,58,3,2016
AR,2,95,3,2016
CL,1,95,3,2016
AR,2,95,4,2016
CL,1,95,5,2016
AR,1,95,5,2016
AR,1,95,6,2016
AR,4,95,7,2016
AD,1,95,7,2016
AR,3,95,9,2016
AR,1,95,10,2016
AR,3,95,11,2016
UY,1,95,11,2016
CL,2,95,11,2016
AR,2,95,12,2016
AR,2,95,1,2017
FR,1,95,1,2017
AR,2,95,2,2017
FR,1,84,3,2016
PE,1,87,3,2016
AR,1,87,7,2017
PE,1,87,3,2016
FR,2,80,3,2016
BE,1,80,8,2016
FR,1,80,10,2016
CH,1,80,1,2017
FR,1,80,2,2017
FR,1,80,5,2017
US,1,80,6,2017
MC,1,80,6,2017
FR,1,80,6,2017
US,1,11,3,2016
US,1,11,2,2017
AG,1,11,8,2017
AR,1,25,3,2016
AR,1,87,3,2016
AR,1,87,4,2016
PE,2,87,5,2016
AR,7,87,8,2017
FR,1,87,8,2017
PH,1,50,3,2016
ES,1,50,8,2017
PH,1,38,3,2016
PH,1,78,3,2016
PH,1,21,3,2016
ES,2,21,3,2017
PH,1,75,3,2016
VN,1,75,9,2016
NZ,1,75,3,2017
PH,1,51,3,2016
VN,1,51,9,2016
NZ,1,51,3,2017
IT,1,81,3,2016
DK,1,81,2,2017
FR,1,82,4,2016
FR,1,82,2,2017
US,1,82,8,2017
DE,1,41,4,2016
CH,1,41,7,2017
IT,2,84,4,2016
ES,2,81,4,2016
CO,1,81,4,2016
DK,1,81,2,2017
AR,2,95,4,2016
AR,2,95,8,2016
AR,1,95,9,2016
MX,1,95,1,2017
AR,1,95,11,2017
FR,1,84,4,2016
AU,1,84,8,2016
GB,1,84,3,2017
FR,2,84,5,2017
US,1,84,4,2016
US,1,84,4,2016
MX,1,84,4,2016
FR,1,84,5,2016
RU,1,84,4,2016
RU,1,84,4,2016
DE,1,14,4,2016
CO,1,81,4,2016
FR,1,81,4,2016
FR,1,81,5,2016
IT,1,81,8,2016
CL,1,81,3,2017
GB,3,81,5,2017
CO,1,81,4,2016
FR,1,81,4,2016
DK,1,81,2,2017
AR,1,82,4,2016
IT,1,82,5,2016
MX,1,82,6,2016
CL,2,82,7,2017
ES,1,82,8,2017
AR,1,82,12,2017
FR,1,81,4,2016
ES,1,349,4,2016
FR,2,349,5,2016
FR,1,349,6,2016
FR,1,349,11,2016
MX,1,349,3,2017
FR,1,349,4,2017
US,1,349,5,2017
CH,1,349,8,2017
DK,1,81,5,2016
MX,1,81,8,2016
CA,1,81,7,2017
US,1,81,7,2017
IT,1,84,5,2016
MX,1,129,5,2016
UY,1,129,11,2016
ES,1,129,11,2016
FR,4,84,5,2016
FR,2,84,10,2016
IT,2,84,3,2017
FR,2,84,5,2017
US,2,84,10,2004
US,3,84,9,2004
NL,1,84,9,2004
MN,1,84,10,2004
IE,1,84,10,2004
US,5,84,8,2004
GB,2,84,8,2004
IE,1,84,8,2004
PT,2,84,7,2004
GB,4,84,7,2004
US,5,84,7,2004
GB,5,84,6,2004
ES,1,84,5,2004
US,2,84,5,2004
ZA,1,84,5,2004
CH,1,84,7,2004
GB,7,84,5,2004
CH,1,84,4,2004
US,1,84,4,2004
GB,6,84,4,2004
NL,1,84,4,2004
US,2,84,3,2004
GB,1,84,3,2004
GB,5,84,2,2004
US,1,84,2,2004
CS,1,84,2,2004
CA,1,84,5,2004
DE,1,84,2,2004
IE,1,84,1,2004
FR,3,84,1,2004
GB,2,84,12,2003
IT,1,84,2,2004
US,4,84,1,2004
ZA,1,84,10,2004
GB,1,84,9,2004
ES,1,84,2,2004
ES,1,84,3,2004
NL,1,84,9,2002
GB,4,84,7,2003
IT,1,84,10,2002
GB,9,84,7,2002
BE,1,84,9,2002
CH,1,84,5,2003
US,5,84,10,2002
FR,10,84,7,2002
IT,1,84,4,2002
FR,6,84,2,2003
GB,2,84,3,2002
FR,7,84,8,2002
IE,1,84,12,2002
GB,4,84,6,2003
US,7,84,6,2003
FR,8,84,7,2003
IT,2,84,5,2002
CH,2,84,8,2002
BE,1,84,3,2003
FR,3,84,9,2003
FR,16,84,5,2003
GB,6,84,2,2003
FR,7,84,6,2003
FR,10,84,3,2004
IE,1,84,7,2002
GB,5,84,6,2002
FR,1,84,10,2004
BE,1,84,2,2003
BE,1,84,1,2004
IT,4,84,7,2002
DE,2,84,5,2004
US,6,84,7,2002
FR,9,84,4,2003
IE,1,84,1,2003
FR,3,84,5,2002
FR,8,84,6,2002
GB,6,84,9,2002
US,2,84,8,2003
FR,2,84,9,2004
US,1,84,5,2003
FR,2,84,9,2002
US,6,84,8,2002
GB,5,84,1,2003
CH,2,84,1,2004
BE,2,84,4,2004
US,1,84,9,2002
FR,4,84,12,2002
US,6,84,6,2002
CH,1,84,1,2003
MT,1,84,5,2003
DE,1,84,3,2003
GB,3,84,5,2003
BE,3,84,1,2003
US,1,84,7,2003
PT,1,84,8,2003
AT,1,84,10,2003
DE,3,84,7,2003
CH,1,84,2,2003
FR,6,84,5,2004
CH,3,84,7,2003
US,2,84,11,2002
US,3,84,3,2003
GB,6,84,12,2002
GB,8,84,5,2002
ES,1,84,7,2003
DE,1,84,1,2004
US,3,84,1,2003
US,5,84,5,2002
FR,6,84,4,2004
FR,9,84,3,2003
AU,1,84,10,2002
FR,9,84,6,2004
FR,8,84,7,2004
CH,1,84,3,2003
FR,5,84,4,2002
FR,3,84,8,2004
SK,1,84,2,2003
BE,1,84,4,2003
IT,1,84,5,2003
MT,1,84,4,2003
NL,1,84,1,2003
FR,3,84,10,2003
MC,1,84,6,2003
FR,1,84,10,2002
CH,2,84,5,2004
DE,1,84,6,2003
US,3,84,4,2003
AU,1,84,2,2003
BE,1,84,5,2002
IL,2,84,7,2002
AU,1,84,4,2002
NL,1,84,5,2002
GB,2,84,8,2003
AT,1,84,1,2004
FR,7,84,1,2003
PT,1,84,2,2003
NL,1,84,6,2003
CH,2,84,6,2003
GB,4,84,4,2003
US,3,84,9,2003
FR,2,84,8,2003
US,2,84,2,2003
ES,2,84,6,2002
CH,1,84,8,2003
CH,1,84,6,2004
IT,1,84,1,2004
ES,1,84,7,2004
DE,4,84,3,2004
IE,1,84,7,2003
DE,1,84,7,2004
DE,1,84,7,2002
FI,1,84,9,2002
CH,1,84,3,2004
CH,1,84,12,2002
IT,4,84,6,2003
GB,3,84,8,2002
US,1,84,6,2004
AU,1,84,4,2004
ES,1,84,4,2002
MX,1,84,8,2003
US,4,84,12,2002
US,2,84,10,2003
US,2,84,4,2002
ES,1,84,5,2002
CH,1,84,5,2002
GB,1,84,11,2003
GB,1,84,9,2003
NL,1,84,8,2002
NZ,1,84,6,2004
HK,1,84,1,2003
99,1,84,7,2004
CH,1,84,10,2003
NL,1,84,3,2003
IT,3,84,6,2002
US,1,84,2,2002
FR,1,84,11,2001
ES,1,84,1,2002
CA,1,84,2,2002
FR,1,84,2,2002
US,2,84,3,2002
FR,1,84,3,2002
CH,1,84,4,2002
GB,1,84,4,2002
SE,1,84,5,2002
DE,1,84,6,2002
DE,1,84,5,2002
CA,1,84,10,2003
CH,1,84,7,2002
FR,6,84,2,2004
RU,1,84,2,2004
PL,1,84,5,2004
FR,2,84,11,2002
IL,1,84,1,2003
RU,1,84,4,2003
PT,1,84,5,2003
AT,2,84,8,2003
IT,1,84,4,2003
