country,counts,id,month,year
GB,2,177,7,2015
AR,3,177,8,2015
GP,2,177,9,2015
FR,2,177,9,2015
FR,2,177,10,2015
GB,2,177,10,2015
CA,5,177,11,2015
TR,2,177,12,2015
GB,3,177,1,2016
US,5,177,1,2016
CA,2,177,1,2016
IT,1,177,1,2016
CH,3,177,3,2016
AU,2,177,3,2016
IT,5,177,3,2016
PE,2,177,3,2016
MX,2,177,4,2016
GB,5,177,4,2016
AG,1,177,4,2016
CA,2,177,5,2016
UY,2,177,5,2016
US,2,177,5,2016
GB,2,177,6,2016
US,1,177,7,2016
MX,2,177,9,2016
GP,3,177,9,2016
IT,2,177,10,2016
GB,3,177,10,2016
FR,2,177,10,2016
US,3,177,10,2016
US,4,177,11,2016
LT,1,177,11,2016
IT,2,177,12,2016
AG,10,177,1,2017
US,2,177,1,2017
BL,1,177,1,2017
CL,2,177,2,2017
DK,2,177,2,2017
CH,1,177,3,2017
GB,4,177,5,2017
US,1,177,5,2017
FR,2,177,5,2017
CL,2,177,6,2017
IT,2,177,6,2017
AR,2,177,7,2017
IT,2,177,7,2017
GB,2,177,8,2017
RO,1,177,8,2017
AG,1,177,9,2017
KZ,1,177,10,2017
AU,1,177,10,2017
GB,1,177,10,2017
US,3,177,10,2017
US,1,177,11,2017
FR,1,177,11,2017
GB,1,177,11,2017
GB,2,177,12,2017
IT,1,177,10,2004
DE,1,177,9,2004
CA,1,177,1,2004
IT,2,177,1,2004
US,10,177,1,2004
US,5,177,6,2003
GB,2,177,6,2004
US,1,177,4,2003
IT,2,177,6,2004
GB,3,177,8,2004
US,5,177,3,2004
GB,2,177,10,2003
ES,1,177,10,2003
US,3,177,9,2003
FR,1,177,8,2004
CA,2,177,2,2004
US,5,177,6,2004
US,5,177,7,2004
US,1,177,5,2004
GB,3,177,9,2004
CA,2,177,9,2004
GB,1,177,7,2004
RU,1,177,6,2004
GB,1,177,12,2003
US,4,177,9,2004
US,4,177,5,2003
CA,1,177,3,2004
IT,2,177,8,2004
IE,1,177,5,2004
IE,1,177,2,2004
BE,1,177,9,2004
RU,1,177,8,2003
IT,1,177,9,2004
US,3,177,8,2003
US,1,177,4,2004
US,4,177,7,2003
NL,1,177,9,2003
US,3,177,12,2003
CH,1,177,1,2004
CA,1,177,4,2004
DE,1,177,1,2004
US,5,177,10,2003
IT,1,177,5,2003
GB,3,177,2,2004
RU,1,177,7,2004
IT,1,177,3,2004
GB,1,177,1,2004
FR,3,177,7,2004
FR,5,177,8,2003
IL,1,177,2,2003
US,3,177,10,2004
GB,1,177,5,2004
FR,1,177,6,2003
GB,2,177,8,2003
CA,1,177,7,2003
FR,2,177,10,2004
FR,1,177,9,2004
ID,1,177,9,2004
FR,1,177,4,2004
FR,1,177,5,2003
FR,1,177,5,2004
FR,2,177,1,2003
FR,1,177,2,2003
FR,1,177,3,2003
US,1,177,3,2003
NL,1,177,4,2003
GB,1,177,5,2003
US,3,177,8,2004
RU,1,177,1,2004
CA,1,177,8,2004
US,2,177,2,2004
IT,1,177,2,2004
GB,2,177,6,2003
GB,1,177,7,2003
CA,1,177,8,2003
FR,2,177,10,2003
GB,1,177,9,2003
FR,1,177,3,2004
RU,1,177,8,2004
GB,1,177,4,2004
FR,1,177,9,2003
IT,4,177,12,2004
GB,4,177,1,2005
FR,1,177,1,2005
MX,1,177,1,2005
PT,1,177,1,2005
NL,1,177,1,2005
US,2,177,1,2005
FR,5,177,2,2005
US,5,177,2,2005
GB,5,177,2,2005
FI,1,177,2,2005
IT,1,177,2,2005
GB,1,177,11,2004
ES,1,177,12,2004
SE,1,177,12,2004
DE,1,177,12,2004
FR,2,177,12,2004
GB,6,177,12,2004
US,13,177,12,2004
HU,1,177,1,2005
BE,1,177,12,2004
BB,1,177,12,2004
GP,1,177,3,2005
US,4,177,3,2005
FR,1,177,3,2005
CA,1,177,3,2005
IT,1,177,3,2005
GB,1,177,3,2005
US,4,177,4,2005
FR,1,177,4,2005
IE,1,177,5,2005
IT,1,177,5,2005
GB,4,177,5,2005
US,5,177,5,2005
LU,1,177,5,2005
FR,1,177,5,2005
CL,1,177,6,2005
MK,1,177,6,2005
CH,1,177,6,2005
MQ,1,177,6,2005
CA,1,177,6,2005
US,2,177,6,2005
GP,1,177,6,2005
AT,1,177,6,2005
IT,1,177,6,2005
DK,1,177,6,2005
US,2,177,7,2005
ZA,2,177,7,2005
GB,3,177,7,2005
IT,1,177,7,2005
FI,1,177,7,2005
FR,3,177,7,2005
IE,1,177,7,2005
DE,1,177,8,2005
US,3,177,8,2005
GB,8,177,8,2005
CH,2,177,8,2005
IE,1,177,8,2005
CA,1,177,8,2005
US,6,177,9,2005
FR,2,177,9,2005
HU,1,177,9,2005
GB,7,177,9,2005
NZ,2,177,9,2005
IT,2,177,9,2005
AT,1,177,9,2005
DE,1,177,9,2005
GB,6,177,10,2005
US,4,177,10,2005
FR,1,177,10,2005
IN,1,177,10,2005
AU,1,177,10,2005
CH,1,177,10,2005
IE,1,177,10,2005
GB,6,177,11,2005
MQ,1,177,11,2005
US,3,177,11,2005
NO,1,177,11,2005
FR,1,177,11,2005
IE,2,177,11,2005
US,5,177,12,2005
GB,6,177,12,2005
FR,1,177,12,2005
CA,1,177,12,2005
IS,1,177,12,2005
IT,1,177,12,2005
AR,1,177,1,2006
GB,5,177,1,2006
US,8,177,1,2006
CA,3,177,1,2006
VG,1,177,1,2006
IT,2,177,1,2006
NZ,1,177,1,2006
DE,1,177,1,2006
AU,1,177,1,2006
GB,7,177,2,2006
ZA,2,177,2,2006
US,2,177,2,2006
AU,1,177,2,2006
DE,1,177,2,2006
CO,1,177,2,2006
FR,1,177,2,2006
US,3,177,3,2006
GP,2,177,3,2006
NL,1,177,3,2006
GB,4,177,3,2006
PA,1,177,3,2006
RU,1,177,3,2006
CA,1,177,3,2006
AU,1,177,3,2006
NZ,1,177,3,2006
GB,2,177,4,2006
US,6,177,4,2006
ZA,1,177,4,2006
AU,1,177,4,2006
US,3,177,5,2006
JM,1,177,5,2006
FR,3,177,5,2006
GB,5,177,5,2006
AU,1,177,5,2006
ZA,1,177,5,2006
BE,1,177,5,2006
ZA,1,177,6,2006
FR,1,177,6,2006
LU,1,177,6,2006
AU,2,177,6,2006
US,3,177,6,2006
GB,2,177,6,2006
GB,7,177,7,2006
GP,1,177,7,2006
US,6,177,7,2006
AU,2,177,7,2006
FR,1,177,7,2006
IE,1,177,8,2006
SE,1,177,8,2006
GB,5,177,8,2006
IT,1,177,8,2006
US,6,177,8,2006
FR,2,177,8,2006
AU,1,177,8,2006
PK,1,177,8,2006
LU,1,177,8,2006
GF,1,177,9,2006
GB,12,177,9,2006
FR,4,177,9,2006
IE,2,177,9,2006
US,2,177,9,2006
AU,3,177,9,2006
IT,1,177,9,2006
CA,1,177,9,2006
CA,1,177,10,2006
GB,8,177,10,2006
FR,5,177,10,2006
DE,1,177,10,2006
RU,2,177,10,2006
US,7,177,10,2006
AU,1,177,10,2006
IT,1,177,10,2006
US,10,177,11,2006
BR,1,177,11,2006
FR,3,177,11,2006
GB,6,177,11,2006
AU,1,177,11,2006
BE,1,177,11,2006
ZA,1,177,11,2006
SE,1,177,11,2006
AT,1,177,11,2006
PL,1,177,11,2006
CA,1,177,11,2006
GP,2,177,12,2006
US,6,177,12,2006
RU,3,177,12,2006
ES,4,177,12,2006
GB,4,177,12,2006
CA,1,177,12,2006
AU,1,177,12,2006
FR,2,177,1,2007
PL,1,177,1,2007
US,5,177,1,2007
GB,3,177,1,2007
MQ,1,177,1,2007
GY,1,177,1,2007
GP,1,177,1,2007
US,5,177,2,2007
RU,1,177,2,2007
GB,4,177,2,2007
AU,1,177,2,2007
NL,1,177,2,2007
VG,1,177,2,2007
CA,1,177,2,2007
FR,1,177,2,2007
MQ,1,177,3,2007
FR,2,177,3,2007
US,5,177,3,2007
CA,1,177,3,2007
ZA,1,177,3,2007
HR,1,177,3,2007
GB,1,177,3,2007
JM,1,177,3,2007
BR,1,177,3,2007
IE,1,177,4,2007
GB,5,177,4,2007
MQ,1,177,4,2007
CA,1,177,4,2007
NZ,1,177,4,2007
US,2,177,5,2007
GB,1,177,5,2007
DE,2,177,6,2007
US,4,177,6,2007
GP,1,177,6,2007
GB,3,177,6,2007
ES,1,177,6,2007
IE,1,177,6,2007
FR,1,177,6,2007
AG,1,177,6,2007
BE,1,177,6,2007
CA,1,177,6,2007
AT,1,177,6,2007
TT,1,177,7,2007
SI,1,177,7,2007
US,6,177,7,2007
GB,6,177,7,2007
HU,1,177,7,2007
CA,1,177,7,2007
CH,1,177,7,2007
US,8,177,8,2007
GB,3,177,8,2007
CA,1,177,8,2007
SE,1,177,8,2007
IT,2,177,8,2007
DE,1,177,8,2007
US,7,177,9,2007
NL,1,177,9,2007
GB,3,177,9,2007
KN,1,177,9,2007
ES,2,177,9,2007
DE,1,177,9,2007
AR,1,177,9,2007
AN,1,177,9,2007
RU,1,177,9,2007
FR,2,177,9,2007
FR,1,177,10,2007
GB,12,177,10,2007
IT,1,177,10,2007
US,8,177,10,2007
CH,1,177,10,2007
FR,3,177,11,2007
AT,1,177,11,2007
GF,1,177,11,2007
GB,6,177,11,2007
AU,1,177,11,2007
ES,1,177,11,2007
BM,1,177,11,2007
NO,1,177,11,2007
LT,1,177,11,2007
CH,1,177,11,2007
MX,1,177,11,2007
US,1,177,11,2007
US,6,177,12,2007
RU,1,177,12,2007
FR,3,177,12,2007
CA,2,177,12,2007
IT,1,177,12,2007
GB,7,177,1,2008
CA,4,177,1,2008
US,3,177,1,2008
AR,1,177,1,2008
SE,1,177,1,2008
RU,1,177,1,2008
IT,1,177,1,2008
FR,1,177,1,2008
CH,1,177,1,2008
CN,1,177,2,2008
US,7,177,2,2008
CH,1,177,2,2008
IT,1,177,2,2008
FR,1,177,2,2008
RE,1,177,2,2008
NL,1,177,2,2008
GB,6,177,2,2008
CA,2,177,2,2008
US,4,177,3,2008
GB,2,177,3,2008
FR,3,177,3,2008
CA,1,177,3,2008
AU,1,177,3,2008
NL,1,177,3,2008
AT,1,177,3,2008
IT,2,177,4,2008
BE,2,177,4,2008
AE,1,177,4,2008
AT,1,177,4,2008
US,4,177,4,2008
GR,1,177,4,2008
FR,1,177,4,2008
GB,3,177,4,2008
AU,1,177,4,2008
FI,1,177,4,2008
US,5,177,5,2008
CA,1,177,5,2008
PL,2,177,5,2008
GB,3,177,5,2008
RU,1,177,5,2008
FR,1,177,5,2008
GI,1,177,6,2008
IT,1,177,6,2008
IE,1,177,6,2008
PL,2,177,6,2008
GB,4,177,6,2008
NO,1,177,6,2008
PT,1,177,6,2008
GP,1,177,6,2008
FR,2,177,6,2008
US,1,177,6,2008
AU,1,177,6,2008
AR,1,177,6,2008
GB,3,177,7,2008
BE,1,177,7,2008
FR,1,177,7,2008
PL,1,177,7,2008
US,1,177,8,2008
GB,3,177,8,2008
PL,2,177,8,2008
CA,1,177,8,2008
AG,1,177,8,2008
BR,1,177,8,2008
US,3,177,9,2008
FR,1,177,9,2008
CA,1,177,9,2008
BE,1,177,9,2008
IT,1,177,9,2008
GB,2,177,9,2008
GR,1,177,9,2008
US,2,177,10,2008
GB,2,177,10,2008
IT,3,177,10,2008
ES,1,177,10,2008
KZ,1,177,10,2008
FR,1,177,10,2008
DE,1,177,10,2008
CI,1,177,10,2008
RU,1,177,10,2008
GB,2,177,11,2008
PR,1,177,11,2008
US,7,177,11,2008
ES,1,177,11,2008
FR,1,177,11,2008
MC,1,177,11,2008
CH,1,177,11,2008
RU,1,177,11,2008
SI,1,177,11,2008
QA,1,177,12,2008
FR,1,177,12,2008
GB,3,177,12,2008
US,5,177,12,2008
AG,1,177,12,2008
PL,1,177,12,2008
CA,3,177,1,2009
RO,1,177,1,2009
GP,2,177,1,2009
US,4,177,1,2009
GB,5,177,1,2009
IT,2,177,1,2009
BR,1,177,1,2009
US,6,177,2,2009
RU,2,177,2,2009
CZ,1,177,2,2009
GB,1,177,2,2009
BB,1,177,2,2009
IT,1,177,2,2009
FR,1,177,2,2009
SI,1,177,2,2009
SI,2,177,3,2009
AT,1,177,3,2009
GB,1,177,3,2009
US,1,177,3,2009
GB,3,177,4,2009
US,2,177,4,2009
NL,1,177,4,2009
DK,1,177,4,2009
BR,1,177,4,2009
FR,2,177,4,2009
MQ,1,177,4,2009
IT,1,177,4,2009
GB,4,177,5,2009
MQ,1,177,5,2009
FR,1,177,5,2009
US,2,177,5,2009
FR,5,177,6,2009
GB,2,177,6,2009
US,5,177,6,2009
RU,1,177,6,2009
CA,1,177,6,2009
GP,1,177,6,2009
BE,1,177,7,2009
MQ,1,177,7,2009
US,2,177,7,2009
GB,1,177,7,2009
ES,1,177,7,2009
IT,1,177,7,2009
IE,1,177,8,2009
AU,1,177,8,2009
NL,1,177,8,2009
GB,5,177,8,2009
US,4,177,8,2009
CA,3,177,8,2009
AT,1,177,8,2009
ES,2,177,8,2009
BE,1,177,8,2009
ES,1,177,9,2009
CA,1,177,9,2009
GB,4,177,9,2009
US,2,177,9,2009
FR,1,177,9,2009
IT,3,177,9,2009
AT,1,177,9,2009
GB,6,177,10,2009
PL,1,177,10,2009
AR,1,177,10,2009
FR,2,177,10,2009
US,1,177,10,2009
DE,1,177,10,2009
IT,2,177,10,2009
CA,1,177,10,2009
NL,1,177,10,2009
CA,4,177,11,2009
FR,3,177,11,2009
GF,1,177,11,2009
RU,2,177,11,2009
IT,4,177,11,2009
BR,1,177,11,2009
GB,4,177,11,2009
SE,1,177,11,2009
CZ,1,177,11,2009
DE,1,177,11,2009
MX,1,177,12,2009
DE,1,177,12,2009
RU,1,177,12,2009
CA,2,177,12,2009
IT,1,177,12,2009
AE,1,177,12,2009
US,5,177,12,2009
GB,2,177,12,2009
VE,1,177,12,2009
AR,1,177,12,2009
US,4,177,1,2010
CA,2,177,1,2010
RU,2,177,1,2010
GB,3,177,1,2010
SI,1,177,1,2010
FR,3,177,1,2010
IT,2,177,1,2010
IL,1,177,1,2010
NL,1,177,1,2010
MQ,2,177,1,2010
US,5,177,2,2010
IT,2,177,2,2010
RU,2,177,2,2010
GB,1,177,2,2010
FR,1,177,2,2010
FI,1,177,2,2010
ES,1,177,2,2010
AR,1,177,2,2010
NO,1,177,2,2010
PE,1,177,3,2010
FR,1,177,3,2010
US,3,177,3,2010
GB,3,177,3,2010
IT,1,177,3,2010
DE,1,177,4,2010
LV,1,177,4,2010
NL,1,177,4,2010
US,3,177,4,2010
GB,1,177,4,2010
CA,1,177,4,2010
ES,2,177,4,2010
UY,1,177,4,2010
IT,1,177,4,2010
MQ,1,177,4,2010
BM,1,177,5,2010
FR,1,177,5,2010
GB,1,177,5,2010
US,2,177,5,2010
GP,1,177,5,2010
FR,1,177,6,2010
IT,2,177,6,2010
GB,3,177,6,2010
BR,1,177,6,2010
PR,1,177,6,2010
US,1,177,6,2010
IE,1,177,6,2010
CA,1,177,6,2010
US,2,177,7,2010
UY,1,177,7,2010
IT,2,177,7,2010
FR,1,177,7,2010
RU,1,177,7,2010
GB,2,177,7,2010
CA,1,177,7,2010
CH,1,177,7,2010
AG,1,177,8,2010
ZA,1,177,8,2010
FR,3,177,8,2010
AU,1,177,8,2010
US,2,177,8,2010
BR,1,177,8,2010
IT,3,177,8,2010
DE,1,177,8,2010
GB,4,177,8,2010
DK,1,177,8,2010
RU,1,177,8,2010
NL,1,177,9,2010
CO,1,177,9,2010
CA,2,177,9,2010
FR,1,177,9,2010
SE,1,177,9,2010
US,2,177,9,2010
NO,1,177,9,2010
IT,2,177,9,2010
RU,1,177,9,2010
DE,1,177,10,2010
CA,2,177,10,2010
GB,2,177,10,2010
IT,2,177,10,2010
AT,1,177,10,2010
SE,1,177,10,2010
RU,2,177,10,2010
US,2,177,10,2010
BA,1,177,10,2010
ES,1,177,10,2010
CH,1,177,10,2010
US,4,177,11,2010
FR,5,177,11,2010
CA,1,177,11,2010
IT,2,177,11,2010
GB,3,177,11,2010
DE,1,177,11,2010
IL,1,177,11,2010
RU,1,177,11,2010
IT,5,177,12,2010
GB,3,177,12,2010
FR,2,177,12,2010
US,1,177,12,2010
RU,1,177,12,2010
GR,1,177,12,2010
CA,2,177,12,2010
ES,1,177,12,2010
US,1,177,1,2011
GB,5,177,1,2011
UA,1,177,1,2011
CA,4,177,1,2011
DE,1,177,1,2011
FR,1,177,1,2011
IT,3,177,1,2011
AN,1,177,1,2011
CA,2,177,2,2011
GB,3,177,2,2011
IT,2,177,2,2011
RU,2,177,2,2011
US,3,177,2,2011
CH,1,177,2,2011
GB,3,177,3,2011
ES,2,177,3,2011
KN,1,177,3,2011
US,3,177,3,2011
NL,1,177,3,2011
IT,1,177,3,2011
AG,1,177,3,2011
IT,4,177,4,2011
US,3,177,4,2011
RU,1,177,4,2011
ES,1,177,4,2011
FR,3,177,5,2011
GB,2,177,5,2011
SE,1,177,5,2011
IT,1,177,5,2011
DE,2,177,5,2011
US,3,177,5,2011
GP,1,177,5,2011
US,3,177,6,2011
RU,2,177,6,2011
AR,1,177,6,2011
IT,2,177,6,2011
GB,1,177,6,2011
DE,1,177,6,2011
US,1,177,7,2011
IT,2,177,7,2011
AG,1,177,7,2011
CL,1,177,7,2011
US,4,177,8,2011
ES,2,177,8,2011
CH,1,177,8,2011
IT,3,177,8,2011
BR,1,177,8,2011
GB,2,177,8,2011
RU,2,177,8,2011
IT,1,177,9,2011
ES,1,177,9,2011
RU,1,177,9,2011
GB,2,177,9,2011
PR,1,177,9,2011
SE,1,177,9,2011
CA,1,177,9,2011
FR,1,177,9,2011
US,5,177,10,2011
ES,1,177,10,2011
GB,2,177,10,2011
GR,1,177,10,2011
CH,1,177,10,2011
CA,2,177,10,2011
AR,1,177,10,2011
IT,1,177,10,2011
FR,1,177,10,2011
DE,1,177,10,2011
AR,2,177,11,2011
DE,1,177,11,2011
US,2,177,11,2011
UA,1,177,11,2011
FR,2,177,11,2011
RU,2,177,11,2011
IT,1,177,11,2011
IE,1,177,11,2011
CA,1,177,11,2011
AR,1,177,12,2011
RU,2,177,12,2011
FR,1,177,12,2011
DE,1,177,12,2011
CA,1,177,12,2011
NO,1,177,12,2011
GB,1,177,12,2011
US,1,177,12,2011
VE,1,177,1,2012
CA,1,177,1,2012
US,2,177,1,2012
AR,1,177,1,2012
MF,1,177,1,2012
BE,1,177,1,2012
EE,1,177,1,2012
GB,1,177,1,2012
RU,2,177,1,2012
AE,1,177,1,2012
FR,1,177,1,2012
HU,1,177,1,2012
FR,2,177,2,2012
DE,1,177,2,2012
US,2,177,2,2012
AU,1,177,3,2012
US,2,177,3,2012
RU,1,177,3,2012
US,1,177,4,2012
FR,1,177,4,2012
LT,1,177,5,2012
FR,2,177,5,2012
US,1,177,5,2012
IT,2,177,5,2012
US,3,177,6,2012
SI,1,177,6,2012
CO,1,177,6,2012
IT,2,177,6,2012
UY,1,177,6,2012
FR,3,177,7,2012
US,3,177,7,2012
GB,3,177,7,2012
AT,1,177,7,2012
MX,1,177,7,2012
MF,1,177,7,2012
GB,1,177,8,2012
CA,1,177,8,2012
IT,2,177,8,2012
FR,1,177,8,2012
US,2,177,9,2012
IT,1,177,9,2012
GB,2,177,9,2012
RU,1,177,9,2012
BR,1,177,9,2012
FR,1,177,9,2012
AR,1,177,10,2012
IE,2,177,10,2012
GB,2,177,10,2012
IT,2,177,11,2012
RU,1,177,11,2012
GR,1,177,11,2012
AR,1,177,11,2012
GB,1,177,12,2012
RU,1,177,12,2012
CA,1,177,12,2012
IT,1,177,12,2012
US,1,177,12,2012
DE,1,177,12,2012
AT,1,177,12,2012
US,3,177,1,2013
RU,2,177,1,2013
US,2,177,2,2013
CA,1,177,2,2013
CH,1,177,3,2013
ES,1,177,3,2013
US,1,177,3,2013
US,1,177,4,2013
IT,2,177,4,2013
US,1,177,5,2013
GP,1,177,5,2013
CA,1,177,5,2013
RU,1,177,6,2013
GB,2,177,6,2013
CH,2,177,6,2013
BR,1,177,6,2013
AR,1,177,6,2013
CA,1,177,6,2013
US,2,177,7,2013
RU,1,177,7,2013
NO,1,177,7,2013
GB,2,177,8,2013
RU,1,177,8,2013
JM,1,177,8,2013
CA,2,177,8,2013
US,1,177,8,2013
GB,1,177,9,2013
FR,3,177,9,2013
US,2,177,9,2013
CH,2,177,9,2013
UA,1,177,9,2013
RU,1,177,9,2013
IT,1,177,10,2013
AU,2,177,10,2013
US,1,177,10,2013
CA,3,177,10,2013
NO,1,177,10,2013
GB,2,177,10,2013
FR,1,177,11,2013
UA,1,177,11,2013
CA,1,177,11,2013
RU,1,177,12,2013
NL,2,177,12,2013
FR,1,177,12,2013
CA,2,177,12,2013
MQ,1,177,12,2013
GB,1,177,12,2013
GB,1,177,1,2014
IT,1,177,1,2014
US,2,177,1,2014
AR,1,177,2,2014
GB,2,177,2,2014
CA,1,177,2,2014
AG,1,177,2,2014
US,1,177,2,2014
GP,1,177,2,2014
PR,1,177,2,2014
LU,2,177,3,2014
FR,1,177,3,2014
US,1,177,5,2014
CH,1,177,5,2014
GB,1,177,5,2014
GP,1,177,6,2014
IE,1,177,6,2014
IT,1,177,6,2014
UY,1,177,7,2014
US,1,177,7,2014
CA,1,177,7,2014
DK,1,177,7,2014
ZA,1,177,8,2014
CH,1,177,8,2014
US,1,177,8,2014
GB,2,177,8,2014
RU,1,177,8,2014
DE,1,177,9,2014
FR,2,177,9,2014
AR,1,177,9,2014
CA,1,177,9,2014
FR,3,177,10,2014
GB,1,177,10,2014
CA,1,177,10,2014
GB,1,177,11,2014
RU,1,177,11,2014
CA,1,177,12,2014
IT,1,177,1,2015
CA,1,177,4,2015
CA,1,177,5,2015
US,1,177,7,2015
MX,1,177,9,2015
CA,1,177,9,2015
IT,1,177,11,2015
GB,2,177,11,2015
GP,1,177,12,2015
FR,2,177,12,2015
CZ,1,177,12,2015
US,4,177,12,2015
DE,1,177,12,2015
AR,1,177,12,2015
SE,1,177,12,2015
CA,1,177,12,2015
BE,1,177,1,2016
ES,1,177,1,2016
US,2,177,3,2016
BE,1,177,3,2016
ZA,1,177,4,2016
FI,1,177,4,2016
AT,1,177,4,2016
US,1,177,4,2016
IT,1,177,4,2016
AR,3,177,4,2016
BE,1,177,4,2016
HK,1,177,5,2016
AR,1,177,5,2016
AR,1,177,6,2016
FR,2,177,9,2016
US,2,177,9,2016
IT,1,177,9,2016
LB,1,177,9,2016
AR,1,177,11,2016
GB,1,177,11,2016
NO,1,177,11,2016
IT,1,177,11,2016
LT,1,177,12,2016
DM,1,177,1,2017
IT,1,177,1,2017
MF,1,177,1,2017
AR,1,177,2,2017
CA,1,177,2,2017
DE,1,177,2,2017
US,1,177,3,2017
DE,1,177,3,2017
GB,1,177,4,2017
IT,1,177,4,2017
CA,1,177,4,2017
US,1,177,6,2017
DE,1,177,7,2017
SE,1,177,8,2017
ES,1,177,9,2017
US,1,177,9,2017
CA,1,11,11,2014
AR,1,11,10,2016
GB,1,11,11,2016
AR,1,11,2,2017
FR,1,11,7,2017
MX,1,11,10,2017
CA,1,179,11,2014
US,1,179,7,2015
US,1,179,10,2015
GB,1,179,12,2015
US,1,179,3,2016
CA,1,179,2,2017
US,1,179,3,2017
PA,1,179,4,2017
US,2,179,7,2017
BE,1,179,7,2017
SI,2,179,11,2017
US,1,179,11,2017
CA,1,180,11,2014
BR,1,180,11,2014
US,1,180,7,2015
AD,1,180,3,2016
DE,3,93,11,2014
DE,1,93,1,2016
CA,1,87,11,2014
CA,1,179,11,2014
FR,1,179,11,2014
FR,1,179,12,2014
CA,1,179,9,2015
CA,1,179,10,2015
FR,2,179,4,2016
CA,2,179,6,2017
CA,1,179,7,2017
SI,1,84,11,2014
GR,1,82,11,2014
PT,1,82,12,2014
GB,1,82,1,2015
RU,1,82,1,2015
GB,3,82,2,2015
IE,1,82,2,2015
GB,1,82,3,2015
UY,1,82,4,2015
GB,1,82,4,2015
CA,1,82,4,2015
US,1,82,5,2015
US,1,82,6,2015
KW,1,82,6,2015
GB,2,82,7,2015
PL,1,82,8,2015
US,1,82,8,2015
GB,1,82,8,2015
IE,1,82,10,2015
RU,1,82,1,2016
US,2,82,1,2016
GB,2,82,1,2016
IE,1,82,2,2016
RU,1,82,3,2016
ES,1,82,4,2016
GB,1,82,5,2016
GB,1,82,6,2016
GR,1,82,9,2016
GB,1,82,1,2017
US,1,82,1,2017
GI,1,82,2,2017
GB,1,82,2,2017
US,2,82,3,2017
NL,1,82,3,2017
CA,1,82,3,2017
GB,5,82,3,2017
BR,1,82,3,2017
GR,1,82,3,2017
GH,1,82,4,2017
BE,2,82,4,2017
EE,1,82,4,2017
IT,1,82,4,2017
GB,1,82,5,2017
US,1,82,5,2017
US,1,82,6,2017
CZ,1,82,6,2017
CH,1,82,7,2017
BR,1,82,12,2017
GR,1,82,11,2014
RU,1,82,1,2015
AD,1,82,5,2015
DZ,1,82,5,2015
GR,1,82,6,2015
BR,1,82,4,2017
US,1,82,8,2017
GB,1,89,11,2014
DZ,1,89,2,2015
IT,1,89,2,2015
GB,1,89,4,2015
GB,1,89,12,2015
FR,1,89,3,2016
US,1,89,3,2016
GB,2,89,12,2016
CL,1,89,1,2017
GB,1,89,11,2014
CA,1,89,2,2015
GR,1,89,4,2015
UY,1,89,4,2015
GB,1,89,4,2015
AR,1,89,6,2015
GR,1,89,4,2016
IT,1,89,3,2017
US,1,89,6,2017
BR,1,63,11,2014
UG,1,63,5,2015
US,1,63,12,2015
AR,1,63,12,2015
IT,1,63,3,2016
ES,1,63,10,2016
FR,1,63,10,2016
NL,1,63,10,2016
US,1,63,10,2016
DK,1,63,10,2016
ES,1,63,11,2016
PR,1,63,11,2016
US,1,63,1,2017
PK,1,63,1,2017
US,2,63,2,2017
IT,1,63,2,2017
PR,3,63,2,2017
AR,1,63,2,2017
CA,2,63,2,2017
US,2,63,3,2017
US,1,63,4,2017
HK,2,63,5,2017
PR,1,63,6,2017
US,1,63,6,2017
US,1,63,7,2017
UY,1,63,8,2017
ES,2,13,11,2014
IT,1,13,12,2014
RU,1,13,1,2015
FR,1,13,2,2015
FR,1,13,9,2015
FR,1,13,11,2015
IT,1,13,12,2015
GB,1,13,3,2016
GB,1,13,5,2016
FR,1,13,11,2016
RU,1,13,12,2016
FR,1,13,4,2017
FI,1,13,8,2017
CZ,1,13,9,2017
RU,1,13,9,2017
BE,1,13,10,2017
FI,1,13,10,2017
IE,1,13,10,2017
IT,1,13,12,2017
FI,1,13,1,2018
GB,1,35,11,2014
NZ,1,35,12,2014
FR,1,35,12,2015
GB,1,35,11,2014
NZ,1,35,12,2014
PH,1,35,3,2016
FR,1,14,11,2014
IT,1,14,11,2014
CO,1,14,12,2014
FR,1,14,12,2014
BE,4,14,12,2014
CH,1,14,12,2014
IT,2,14,12,2014
GB,2,14,1,2015
AR,1,14,1,2015
TN,1,14,2,2015
IT,1,14,3,2015
CL,1,14,3,2015
DZ,1,14,3,2015
AR,1,14,3,2015
FR,1,14,3,2015
IT,2,14,4,2015
CA,1,14,4,2015
FR,2,14,4,2015
AR,1,14,4,2015
ES,1,14,5,2015
FR,1,14,5,2015
US,1,14,5,2015
IT,1,14,5,2015
UY,2,14,5,2015
DE,2,14,5,2015
GB,1,14,5,2015
AF,1,14,5,2015
IT,1,14,6,2015
US,1,14,6,2015
FR,2,14,6,2015
UY,1,14,6,2015
CL,1,14,7,2015
DZ,1,14,8,2015
FR,3,14,8,2015
PL,1,14,9,2015
FR,1,14,9,2015
AR,1,14,9,2015
IT,1,14,9,2015
SV,1,14,9,2015
SV,1,14,10,2015
ES,1,14,10,2015
US,1,14,10,2015
AR,1,14,10,2015
BB,2,14,10,2015
CL,1,14,11,2015
AU,1,14,11,2015
NO,1,14,11,2015
CL,1,14,12,2015
CH,1,14,12,2015
CZ,1,14,12,2015
DE,1,14,12,2015
